# 
#                 ----------------------------------------------------
#                 Data from a 3D direct N-body simulation. 
# 
#                 rows are i-particle; 
#                 coumns are :mass, tag, x ,y, z, vx, vy, vz, ax, ay, az
# 
#                 NTHU, Computational Physics 
# 
#                 ----------------------------------------------------
#                 Time = 0.0
1.000000000000000000e+00 2.000000000000000000e+00
1.988999999999999902e+30 5.972000000000000327e+24
-3.673750315948158386e+05 1.223558167853468628e+11
2.585787057940986124e+05 -8.612073774689468384e+10
0.000000000000000000e+00 0.000000000000000000e+00
-5.145482779653740013e-02 1.713724924435918001e+04
-7.318876921615036224e-02 2.437583087255917053e+04
0.000000000000000000e+00 0.000000000000000000e+00
1.455836851808361616e-08 -4.848726554331599103e-03
-1.024697860803849702e-08 3.412799807667208501e-03
0.000000000000000000e+00 0.000000000000000000e+00
