# 
#                 ----------------------------------------------------
#                 Data from a 3D direct N-body simulation. 
# 
#                 rows are i-particle; 
#                 coumns are :mass, tag, x ,y, z, vx, vy, vz, ax, ay, az
# 
#                 NTHU, Computational Physics 
# 
#                 ----------------------------------------------------
#                 Time = 0.0
1.000000000000000000e+00 2.000000000000000000e+00
1.988999999999999902e+30 5.972000000000000327e+24
1.019308089928082773e+05 -3.394848946528686523e+10
4.379909099066502531e+05 -1.458747353992503052e+11
0.000000000000000000e+00 0.000000000000000000e+00
-8.707030497836773519e-02 2.899913539885689534e+04
2.017885503065561595e-02 -6.720653492292961346e+03
0.000000000000000000e+00 0.000000000000000000e+00
-4.027386905469454210e-09 1.341338338074136473e-03
-1.730545330408554995e-08 5.763654826159771670e-03
0.000000000000000000e+00 0.000000000000000000e+00
