# 
#                 ----------------------------------------------------
#                 Data from a 3D direct N-body simulation. 
# 
#                 rows are i-particle; 
#                 coumns are :mass, tag, x ,y, z, vx, vy, vz, ax, ay, az
# 
#                 NTHU, Computational Physics 
# 
#                 ----------------------------------------------------
#                 Time = 0.0
1.000000000000000000e+00 2.000000000000000000e+00
1.988999999999999902e+30 5.972000000000000327e+24
3.658490219340611366e+05 -1.218475727774358826e+11
2.619250518582715013e+05 -8.723525253618530273e+10
0.000000000000000000e+00 0.000000000000000000e+00
-5.204047814229614821e-02 1.733230258289131234e+04
7.260411414503578631e-02 -2.418110901448020741e+04
0.000000000000000000e+00 0.000000000000000000e+00
-1.443103868015746350e-08 4.806318810253381278e-03
-1.033172245394223147e-08 3.441024105976406029e-03
0.000000000000000000e+00 0.000000000000000000e+00
